Drug 1,Drug 2,DDI Type,Time,Unit
bupropion,carbamazepine,antagonism,21,hr
bupropion,cyclosporin A,antagonism,6,day
bupropion,isocarboxazid,antagonism,2,yr
bupropion,phenelzine,agonism,21,hr
bupropion,rasagiline,antagonism,4,day
bupropion,rifabutin,agonism,3,day
bupropion,ritonavir,antagonism,25,sec
bupropion,thioridazine,agonism,31,week
bupropion,thiotepa,antagonism,49,sec
bupropion,tranylcypromine,agonism,13,sec
bupropion,triprolidine,agonism,13,sec
bupropion,zuclopenthixol,agonism,5,yr
tiaprofenic acid,acenocoumarol,agonism,51,week
tiaprofenic acid,cholestyramine,antagonism,25,sec
tiaprofenic acid,citalopram,agonism,1,day
tiaprofenic acid,colesevelam,agonism,2,yr
tiaprofenic acid,colestipol hydrochloride,antagonism,37,sec
tiaprofenic acid,cyclosporin A,antagonism,31,week
tiaprofenic acid,(S)-citalopram,antagonism,15,hr
tiaprofenic acid,fluoxetine,antagonism,13,sec
tiaprofenic acid,fluvoxamine,agonism,37,sec
tiaprofenic acid,ginkgo biloba,antagonism,47,week
tiaprofenic acid,ginseng,antagonism,19,week
tiaprofenic acid,ketorolac,agonism,41,week
tiaprofenic acid,lithium,antagonism,2,yr
tiaprofenic acid,methotrexate,agonism,37,sec
tiaprofenic acid,paroxetine,antagonism,26,min
tiaprofenic acid,pemetrexed disodium heptahydrate,antagonism,21,week
tiaprofenic acid,salsalate,antagonism,1,yr
tiaprofenic acid,sertraline,agonism,3,hr
tiaprofenic acid,telmisartan,agonism,7,week
tiaprofenic acid,timolol,antagonism,3,hr
tiaprofenic acid,trandolapril,agonism,15,week
tiaprofenic acid,treprostinil,antagonism,51,week
buspirone,clarithromycin,agonism,1,yr
buspirone,desvenlafaxine,agonism,3,yr
buspirone,erythromycin,agonism,3,hr
buspirone,isocarboxazid,agonism,38,min
josamycin,buspirone,antagonism,15,hr
buspirone,nefazodone,agonism,13,sec
buspirone,phenelzine,antagonism,6,day
buspirone,rasagiline,agonism,56,min
buspirone,rifabutin,antagonism,27,week
buspirone,ritonavir,agonism,1,day
buspirone,telithromycin,antagonism,1,day
buspirone,tranylcypromine,antagonism,5,week
buspirone,trazodone,agonism,27,week
buspirone,trimipramine,agonism,49,sec
buspirone,venlafaxine,agonism,25,sec
buspirone,verapamil,antagonism,6,day
buspirone,voriconazole,agonism,7,sec
zopiclone,amprenavir,antagonism,37,sec
zopiclone,atazanavir,agonism,14,min
zopiclone,clarithromycin,antagonism,14,min
zopiclone,conivaptan,agonism,26,min
zopiclone,darunavir,agonism,44,min
zopiclone,erythromycin,antagonism,21,hr
zopiclone,fosamprenavir,agonism,31,sec
zopiclone,imatinib,antagonism,31,sec
zopiclone,indinavir,antagonism,41,week
zopiclone,isoniazid,agonism,21,hr
zopiclone,itraconazole,agonism,55,sec
zopiclone,ketoconazole,agonism,2,day
zopiclone,lopinavir,antagonism,43,sec
zopiclone,methotrimeprazine,agonism,9,week
zopiclone,nefazodone,antagonism,3,yr
zopiclone,nelfinavir,agonism,13,week
zopiclone,nicardipine,agonism,45,week
zopiclone,posaconazole,agonism,27,week
zopiclone,ritonavir,antagonism,15,hr
zopiclone,saquinavir,antagonism,1,day
zopiclone,telithromycin,antagonism,3,day
zopiclone,triprolidine,agonism,29,week
zopiclone,voriconazole,agonism,1,yr
butorphanol,alvimopan,antagonism,49,sec
butorphanol,droperidol,agonism,3,yr
butorphanol,triprolidine,agonism,1,yr
magnesium sulfate,atazanavir,agonism,19,sec
magnesium sulfate,dihydrocodeine,antagonism,33,week
magnesium sulfate,eltrombopag,agonism,1,sec
magnesium sulfate,tiludronate,antagonism,38,min
magnesium sulfate,triprolidine,antagonism,17,week
magnesium sulfate,trovafloxacin,agonism,35,week
cabergoline,erythromycin,agonism,21,hr
tramadol hydrochloride,cabergoline,agonism,21,week
cabergoline,tranylcypromine,agonism,7,day
cabergoline,trazodone,agonism,37,sec
cabergoline,trimipramine,antagonism,55,sec
cabergoline,venlafaxine,agonism,20,min
cabergoline,voriconazole,agonism,56,min
candesartan,drospirenone,antagonism,1,sec
candesartan,lithium,antagonism,9,hr
candesartan,potassium,antagonism,7,sec
candesartan,spironolactone,agonism,49,week
candesartan,tobramycin,antagonism,4,day
candesartan,trandolapril,agonism,3,yr
candesartan,treprostinil,antagonism,7,day
candesartan,triamterene,agonism,6,day
abarelix,tacrolimus (anhydrous),antagonism,3,day
abarelix,thiothixene,agonism,2,yr
abarelix,toremifene,antagonism,9,hr
abarelix,trimipramine,agonism,32,min
abarelix,voriconazole,agonism,20,min
abarelix,vorinostat,antagonism,3,day
abarelix,zuclopenthixol,antagonism,4,yr
captopril,aprotinin,antagonism,43,sec
captopril,azilsartan medoxomil,agonism,37,sec
captopril,drospirenone,agonism,2,day
captopril,icatibant acetate,agonism,1,week
captopril,lithium,antagonism,15,hr
captopril,potassium,antagonism,49,sec
captopril,spironolactone,agonism,1,yr
captopril,terbinafine,antagonism,50,min
captopril,tizanidine,agonism,21,hr
captopril,tobramycin,agonism,31,sec
captopril,treprostinil,antagonism,15,hr
captopril,triamterene,agonism,15,week
carbachol,tacrine,antagonism,37,sec
carbamazepine,abiraterone,antagonism,51,week
carbamazepine,acenocoumarol,agonism,5,yr
carbamazepine,aminophylline,agonism,4,yr
carbamazepine,aprepitant,antagonism,1,yr
carbamazepine,asenapine,antagonism,3,hr
carbamazepine,atorvastatin,antagonism,50,min
carbamazepine,boceprevir,antagonism,29,week
carbamazepine,cabazitaxel,antagonism,1,day
carbamazepine,cimetidine,agonism,56,min
carbamazepine,clarithromycin,antagonism,3,week
carbamazepine,clozapine,agonism,49,sec
carbamazepine,cyclosporin A,antagonism,14,min
carbamazepine,dabigatran etexilate,antagonism,13,sec
carbamazepine,dabrafenib,antagonism,3,yr
carbamazepine,danazol,antagonism,5,yr
carbamazepine,desipramine,agonism,4,yr
carbamazepine,dicoumarol,agonism,4,day
carbamazepine,doxacurium chloride,agonism,55,sec
carbamazepine,doxepin,antagonism,3,hr
carbamazepine,doxycycline,antagonism,15,hr
carbamazepine,dyphylline,agonism,15,hr
carbamazepine,eltrombopag,antagonism,3,week
carbamazepine,erythromycin,agonism,2,day
carbamazepine,estradiol valerate/dienogest,antagonism,3,day
carbamazepine,ethinyl estradiol,agonism,50,min
carbamazepine,ezogabine,agonism,1,yr
carbamazepine,felbamate,agonism,1,week
carbamazepine,felodipine,antagonism,2,yr
carbamazepine,fluconazole,antagonism,49,week
carbamazepine,fluoxetine,agonism,11,week
carbamazepine,fluvoxamine,antagonism,15,hr
carbamazepine,gefitinib,agonism,3,hr
carbamazepine,haloperidol,agonism,44,min
carbamazepine,imatinib,antagonism,3,hr
carbamazepine,imipramine,agonism,9,hr
carbamazepine,indinavir,agonism,1,day
carbamazepine,isoniazid,antagonism,41,week
carbamazepine,isotretinoin,agonism,9,hr
carbamazepine,itraconazole,agonism,4,day
carbamazepine,ivacaftor,agonism,45,week
josamycin,carbamazepine,antagonism,21,hr
carbamazepine,ketoconazole,agonism,49,week
carbamazepine,lamotrigine,antagonism,27,week
carbamazepine,levetiracetam,antagonism,9,hr
carbamazepine,levonorgestrel,agonism,43,sec
carbamazepine,linagliptin,antagonism,2,yr
carbamazepine,lovastatin,agonism,15,hr
carbamazepine,lurasidone,antagonism,37,sec
carbamazepine,mestranol,antagonism,3,day
carbamazepine,methadone,antagonism,31,sec
carbamazepine,methylphenidate,antagonism,5,yr
carbamazepine,metocurine,antagonism,20,min
carbamazepine,metronidazole,agonism,20,min
carbamazepine,midazolam,agonism,14,min
carbamazepine,mivacurium,antagonism,9,hr
carbamazepine,nefazodone,antagonism,21,hr
carbamazepine,norethisterone,agonism,1,yr
carbamazepine,nortriptyline,antagonism,2,day
carbamazepine,oxtriphylline,agonism,5,day
carbamazepine,oxybutynin,antagonism,44,min
carbamazepine,pancuronium,agonism,39,week
carbamazepine,pazopanib,agonism,25,sec
carbamazepine,ponatinib,antagonism,8,min
carbamazepine,praziquantel,antagonism,55,sec
carbamazepine,propoxyphene,antagonism,45,week
carbamazepine,quinupristin,agonism,43,sec
carbamazepine,regorafenib,agonism,7,sec
carbamazepine,rilpivirine,antagonism,25,sec
carbamazepine,risperidone,antagonism,2,day
carbamazepine,ritonavir,agonism,1,yr
carbamazepine,roflumilast,agonism,4,yr
carbamazepine,rufinamide,antagonism,7,sec
carbamazepine,sertraline,antagonism,32,min
carbamazepine,simvastatin,agonism,1,yr
carbamazepine,sunitinib,agonism,2,min
carbamazepine,tacrolimus (anhydrous),antagonism,20,min
carbamazepine,telithromycin,antagonism,25,sec
carbamazepine,temsirolimus,antagonism,9,hr
carbamazepine,ticlopidine,agonism,9,hr
carbamazepine,tipranavir,agonism,26,min
carbamazepine,tolvaptan,antagonism,6,day
carbamazepine,topiramate,antagonism,19,sec
tramadol hydrochloride,carbamazepine,agonism,49,sec
carbamazepine,trazodone,antagonism,21,hr
carbamazepine,triprolidine,antagonism,5,day
carbamazepine,troleandomycin,agonism,13,sec
carbamazepine,tubocurarine,agonism,38,min
carbamazepine,valproic acid,antagonism,38,min
carbamazepine,vandetanib,agonism,15,hr
carbamazepine,vecuronium,antagonism,6,day
carbamazepine,vemurafenib,antagonism,26,min
carbamazepine,verapamil,antagonism,26,min
carbamazepine,vilazodone,agonism,55,sec
carbamazepine,voriconazole,antagonism,25,week
carbenicillin,demeclocycline,antagonism,15,hr
carbenicillin,doxycycline,antagonism,41,week
carbenicillin,mestranol,antagonism,31,sec
carbenicillin,methacycline,antagonism,5,day
carbenicillin,methotrexate,agonism,14,min
carbenicillin,minocycline,antagonism,3,day
carbenicillin,rolitetracycline,agonism,2,yr
carbinoxamine,benzylpenicilloyl polylysine,antagonism,5,yr
carbinoxamine,donepezil,antagonism,2,min
carbinoxamine,galanthamine,antagonism,3,yr
carbinoxamine,pramlintide,antagonism,43,sec
carbinoxamine,tacrine,agonism,4,day
trimethobenzamide,carbinoxamine,agonism,3,hr
carbinoxamine,triprolidine,antagonism,21,hr
carbinoxamine,trospium,antagonism,5,day
carisoprodol,droperidol,agonism,3,hr
carisoprodol,fluconazole,agonism,5,yr
carisoprodol,fluvoxamine,agonism,6,day
carisoprodol,gemfibrozil,antagonism,13,week
carisoprodol,isoniazid,antagonism,25,sec
carisoprodol,methotrimeprazine,antagonism,13,week
carisoprodol,modafinil,antagonism,1,week
carisoprodol,sitaxentan,antagonism,56,min
carisoprodol,ticlopidine,antagonism,3,hr
carisoprodol,triprolidine,antagonism,4,yr
carmustine,cimetidine,agonism,32,min
carmustine,digoxin,agonism,3,hr
carmustine,fosphenytoin,antagonism,9,week
carmustine,leflunomide,antagonism,6,day
carmustine,natalizumab,agonism,7,sec
carmustine,phenytoin,antagonism,5,yr
carmustine,pimecrolimus,antagonism,4,yr
carmustine,roflumilast,antagonism,7,day
carmustine,tacrolimus (anhydrous),antagonism,27,week
carmustine,trastuzumab,antagonism,4,day
carteolol,acetohexamide,antagonism,21,week
carteolol,aminophylline,agonism,49,sec
carteolol,chlorpropamide,antagonism,21,hr
carteolol,clonidine,antagonism,1,yr
carteolol,dihydroergotamine,agonism,38,min
carteolol,disopyramide,antagonism,4,yr
carteolol,ergotamine,antagonism,15,hr
carteolol,formoterol,agonism,2,yr
carteolol,glyburide,antagonism,50,min
carteolol,ibuprofen,agonism,3,yr
carteolol,indometacin,antagonism,15,hr
carteolol,insulin glargine,antagonism,21,hr
carteolol,alpha-methyl-L-dopa,agonism,45,week
carteolol,methysergide,antagonism,1,sec
carteolol,orciprenaline,antagonism,3,hr
carteolol,oxtriphylline,antagonism,47,week
carteolol,pipobroman,antagonism,3,yr
carteolol,piroxicam,antagonism,3,hr
carteolol,prazosin,antagonism,9,hr
carteolol,repaglinide,antagonism,15,hr
carteolol,terazosin,agonism,15,hr
carteolol,terbutaline,agonism,3,hr
carteolol,treprostinil,antagonism,31,week
carvedilol,acetohexamide,agonism,19,week
carvedilol,chlorpropamide,antagonism,7,sec
carvedilol,citalopram,antagonism,3,day
carvedilol,clonidine,antagonism,15,hr
carvedilol,cyclosporin A,agonism,21,hr
carvedilol,digoxin,antagonism,1,yr
carvedilol,dihydroergotamine,antagonism,19,sec
carvedilol,dihydroergotoxine,antagonism,49,week
carvedilol,disopyramide,agonism,21,week
carvedilol,ergometrine,agonism,4,yr
carvedilol,ergotamine,antagonism,6,day
carvedilol,(S)-citalopram,agonism,39,week
carvedilol,fluoxetine,agonism,3,hr
carvedilol,formoterol,antagonism,3,yr
carvedilol,glipizide,antagonism,25,week
carvedilol,glisoxepide,agonism,27,week
carvedilol,glyburide,antagonism,3,yr
carvedilol,glycodiazine,antagonism,19,sec
carvedilol,ibuprofen,agonism,3,week
carvedilol,indometacin,antagonism,3,day
carvedilol,insulin aspart,agonism,7,day
carvedilol,insulin detemir,agonism,29,week
carvedilol,insulin glargine,agonism,2,yr
carvedilol,insulin glulisine,agonism,32,min
carvedilol,insulin lispro,antagonism,2,day
carvedilol,isoproterenol,agonism,5,yr
carvedilol,lidocaine,agonism,49,sec
carvedilol,methysergide,agonism,5,yr
carvedilol,orciprenaline,agonism,44,min
carvedilol,paroxetine,antagonism,9,week
carvedilol,pipobroman,antagonism,9,hr
carvedilol,pirbuterol,agonism,15,week
carvedilol,piroxicam,antagonism,56,min
carvedilol,prazosin,antagonism,49,week
carvedilol,procaterol,agonism,56,min
carvedilol,repaglinide,antagonism,5,yr
carvedilol,salmeterol,agonism,2,day
carvedilol,sertraline,antagonism,6,day
carvedilol,terazosin,antagonism,39,week
carvedilol,terbinafine,agonism,25,sec
carvedilol,terbutaline,antagonism,55,sec
carvedilol,tolazamide,antagonism,1,sec
carvedilol,topotecan,antagonism,5,day
carvedilol,treprostinil,agonism,4,yr
carvedilol,verapamil,agonism,15,week
ergoloid mesylate,desvenlafaxine,agonism,1,yr
ergoloid mesylate,telithromycin,antagonism,14,min
ergoloid mesylate,tipranavir,antagonism,9,hr
tramadol hydrochloride,ergoloid mesylate,agonism,3,hr
ergoloid mesylate,tranylcypromine,antagonism,13,sec
ergoloid mesylate,trazodone,antagonism,3,hr
ergoloid mesylate,trimipramine,antagonism,1,day
ergoloid mesylate,venlafaxine,antagonism,44,min
ergoloid mesylate,voriconazole,antagonism,5,yr
cefaclor,probenecid,antagonism,5,yr
cefadroxil,probenecid,antagonism,21,hr
cefamandole,gentamicin,antagonism,32,min
cefamandole,netilmicin,agonism,2,day
cefamandole,probenecid,agonism,38,min
cefamandole,tobramycin,antagonism,7,week
cefmetazole,probenecid,antagonism,44,min
cefonicid,gentamicin,antagonism,4,yr
cefonicid,netilmicin,antagonism,4,yr
cefonicid,probenecid,antagonism,7,week
cefonicid,tobramycin,antagonism,1,yr
cefoperazone,gentamicin,antagonism,8,min
cefoperazone,netilmicin,antagonism,1,yr
cefoperazone,tobramycin,antagonism,25,sec
ceforanide,gentamicin,agonism,9,hr
ceforanide,netilmicin,agonism,15,hr
ceforanide,tobramycin,agonism,1,day
cefotetan,acenocoumarol,antagonism,5,week
cefotetan,dicoumarol,antagonism,1,week
cefotetan,gentamicin,agonism,5,day
cefotetan,kanamycin,agonism,55,sec
cefotetan,neomycin,antagonism,2,day
cefotetan,netilmicin,agonism,37,sec
cefotetan,probenecid,antagonism,7,day
cefotetan,tobramycin,agonism,49,week
cefprozil,probenecid,agonism,5,yr
ceftazidime,gentamicin,agonism,2,day
ceftazidime,kanamycin,antagonism,2,min
ceftazidime,neomycin,antagonism,19,week
ceftazidime,netilmicin,agonism,3,day
ceftazidime,tobramycin,antagonism,15,week
cephalexin,probenecid,antagonism,26,min
cephradine,gentamicin,agonism,15,hr
cephradine,netilmicin,antagonism,1,yr
cephradine,probenecid,agonism,8,min
cephradine,tobramycin,antagonism,4,yr
cerivastatin,bezafibrate,agonism,50,min
cerivastatin,bosentan,antagonism,32,min
cerivastatin,clarithromycin,antagonism,1,yr
cerivastatin,colchicine,antagonism,2,yr
cerivastatin,cyclosporin A,antagonism,13,sec
cerivastatin,erythromycin,antagonism,6,day
cerivastatin,fenofibrate,agonism,2,day
cerivastatin,gemfibrozil,agonism,41,week
cerivastatin,imatinib,antagonism,25,sec
cerivastatin,itraconazole,agonism,5,yr
josamycin,cerivastatin,antagonism,38,min
cerivastatin,ketoconazole,antagonism,9,hr
cerivastatin,nefazodone,antagonism,45,week
cerivastatin,quinupristin,agonism,5,yr
cerivastatin,rifabutin,agonism,2,day
cevimeline,conivaptan,agonism,31,week
cevimeline,tacrine,antagonism,11,week
chlordiazepoxide,cimetidine,antagonism,5,yr
chlordiazepoxide,clozapine,agonism,1,sec
chlordiazepoxide,ethotoin,antagonism,7,day
chlordiazepoxide,fluconazole,antagonism,33,week
chlordiazepoxide,fosphenytoin,agonism,9,hr
chlordiazepoxide,indinavir,antagonism,25,week
chlordiazepoxide,itraconazole,antagonism,50,min
chlordiazepoxide,kava,antagonism,50,min
chlordiazepoxide,ketoconazole,agonism,4,yr
chlordiazepoxide,mephenytoin,antagonism,37,sec
chlordiazepoxide,nelfinavir,agonism,4,yr
chlordiazepoxide,omeprazole,agonism,5,yr
chlordiazepoxide,phenytoin,antagonism,1,day
chlordiazepoxide,ritonavir,agonism,7,week
chlordiazepoxide,saquinavir,agonism,1,yr
chlordiazepoxide,telithromycin,agonism,2,min
chlordiazepoxide,tipranavir,agonism,15,hr
chlordiazepoxide,triprolidine,agonism,1,sec
chlordiazepoxide,voriconazole,antagonism,3,hr
vindesine,mitomycin,agonism,14,min
vindesine,quinupristin,agonism,2,yr
chloroquine,aluminium,antagonism,21,hr
chloroquine,attapulgite,agonism,3,hr
chloroquine,calcium,antagonism,21,hr
chloroquine,cyclosporin A,antagonism,14,min
chloroquine,dihydroxyaluminium,agonism,15,hr
chloroquine,kaolin,agonism,2,yr
chloroquine,magnesium,antagonism,21,hr
chloroquine,mesoridazine,agonism,3,hr
chloroquine,praziquantel,antagonism,26,min
chloroquine,tamoxifen,antagonism,7,day
chloroquine,tamsulosin,agonism,4,yr
chloroquine,telithromycin,agonism,6,day
chloroquine,terbinafine,agonism,2,yr
chloroquine,thioridazine,antagonism,5,yr
tramadol hydrochloride,chloroquine,agonism,15,hr
chloroquine,voriconazole,agonism,4,day
chlorothiazide,cholestyramine,agonism,32,min
chlorothiazide,colestipol hydrochloride,antagonism,5,yr
chlorothiazide,digoxin,antagonism,50,min
chlorothiazide,dofetilide,agonism,2,day
chlorothiazide,lithium,antagonism,1,sec
chlorothiazide,rituximab,agonism,49,sec
chlorothiazide,topiramate,antagonism,56,min
chlorothiazide,trandolapril,agonism,43,week
chlorothiazide,treprostinil,antagonism,3,yr
chlorotrianisene,fosphenytoin,antagonism,55,sec
chlorotrianisene,griseofulvin,antagonism,7,day
chlorotrianisene,phenobarbital,antagonism,14,min
chlorotrianisene,phenytoin,antagonism,3,hr
chlorotrianisene,prednisolone,antagonism,5,day
chlorotrianisene,prednisone,agonism,4,yr
chlorotrianisene,primidone,antagonism,19,week
chlorotrianisene,raloxifene,agonism,3,yr
chlorpromazine,cisapride,antagonism,3,yr
chlorpromazine,(S)-fenfluramine,antagonism,23,week
chlorpromazine,(S)-amphetamine,agonism,3,yr
chlorpromazine,diethylpropion,agonism,1,day
chlorpromazine,dihydrocodeine,antagonism,7,sec
chlorpromazine,donepezil,agonism,38,min
chlorpromazine,fenfluramine,antagonism,32,min
chlorpromazine,galanthamine,agonism,14,min
chlorpromazine,gatifloxacin,agonism,15,hr
chlorpromazine,grepafloxacin,agonism,9,hr
chlorpromazine,guanethidine,antagonism,37,sec
chlorpromazine,levofloxacin,agonism,5,yr
chlorpromazine,mazindol,antagonism,3,hr
chlorpromazine,meperidine,agonism,17,week
chlorpromazine,mesoridazine,antagonism,43,sec
chlorpromazine,methamphetamine,antagonism,3,hr
chlorpromazine,metrizamide,agonism,5,week
chlorpromazine,phendimetrazine,agonism,31,week
chlorpromazine,phenmetrazine,antagonism,13,week
chlorpromazine,phentermine,agonism,1,sec
chlorpromazine,phenylpropanolamine,antagonism,39,week
chlorpromazine,pindolol,agonism,13,sec
chlorpromazine,propranolol,agonism,15,hr
chlorpromazine,rivastigmine,antagonism,7,sec
chlorpromazine,sparfloxacin,antagonism,13,sec
chlorpromazine,tacrine,antagonism,13,week
chlorpromazine,tacrolimus (anhydrous),agonism,9,hr
chlorpromazine,tamoxifen,antagonism,14,min
chlorpromazine,tamsulosin,agonism,4,day
chlorpromazine,terbinafine,antagonism,20,min
chlorpromazine,terfenadine,antagonism,26,min
chlorpromazine,tetrabenazine,antagonism,31,sec
chlorpromazine,thioridazine,antagonism,5,day
chlorpromazine,thiothixene,antagonism,38,min
chlorpromazine,tolterodine,antagonism,37,sec
chlorpromazine,toremifene,agonism,3,hr
tramadol hydrochloride,chlorpromazine,antagonism,26,min
trimethobenzamide,chlorpromazine,agonism,25,week
chlorpromazine,trimipramine,agonism,47,week
chlorpromazine,triprolidine,antagonism,15,week
chlorpromazine,trospium,antagonism,3,hr
chlorpromazine,venlafaxine,agonism,13,week
chlorpromazine,vorinostat,antagonism,14,min
chlorpromazine,zuclopenthixol,antagonism,3,hr
chlorpropamide,clofibrate,agonism,4,day
chlorpropamide,diazoxide,antagonism,26,min
chlorpropamide,dicoumarol,antagonism,4,day
chlorpropamide,esmolol,antagonism,26,min
chlorpropamide,glucosamine,antagonism,4,day
chlorpropamide,labetalol,agonism,21,hr
chlorpropamide,metoprolol,antagonism,1,day
chlorpropamide,nadolol,antagonism,8,min
chlorpropamide,oxprenolol,agonism,5,day
chlorpropamide,penbutolol,agonism,19,week
chlorpropamide,phenylbutazone,antagonism,31,sec
chlorpropamide,pindolol,antagonism,21,week
chlorpropamide,propranolol,antagonism,2,min
chlorpropamide,salsalate,agonism,7,sec
chlorpropamide,somatropin recombinant,agonism,31,sec
chlorpropamide,sotalol,antagonism,43,week
chlorpropamide,sulfacytine,agonism,37,sec
chlorpropamide,sulfadiazine,agonism,32,min
chlorpropamide,sulfadoxine,agonism,21,hr
chlorpropamide,sulfamethizole,antagonism,56,min
chlorpropamide,sulfamethoxazole,agonism,45,week
chlorpropamide,sulfasalazine,antagonism,9,hr
chlorpropamide,timolol,agonism,15,week
chlorpropamide,trisalicylate-choline,agonism,5,day
chlorpropamide,voriconazole,antagonism,4,yr
chlorprothixene,donepezil,agonism,5,yr
chlorprothixene,galanthamine,antagonism,39,week
chlorprothixene,guanethidine,agonism,44,min
chlorprothixene,rivastigmine,antagonism,15,hr
chlorzoxazone,disulfiram,agonism,15,hr
chlorzoxazone,triprolidine,agonism,21,hr
darunavir,abacavir,antagonism,3,week
darunavir,bromazepam,agonism,55,sec
darunavir,clarithromycin,antagonism,21,hr
darunavir,dantrolene,antagonism,3,hr
darunavir,lidocaine,agonism,20,min
darunavir,lopinavir,antagonism,15,hr
darunavir,lovastatin,agonism,14,min
darunavir,lurasidone,agonism,26,min
darunavir,saquinavir,antagonism,49,week
darunavir,tacrolimus (anhydrous),agonism,7,day
darunavir,tadalafil,agonism,3,yr
darunavir,tamoxifen,agonism,2,day
darunavir,tamsulosin,antagonism,55,sec
darunavir,telithromycin,agonism,2,yr
darunavir,temsirolimus,antagonism,25,week
darunavir,teniposide,agonism,1,yr
darunavir,tiagabine,antagonism,37,sec
darunavir,tolterodine,antagonism,1,sec
darunavir,topotecan,agonism,33,week
tramadol hydrochloride,darunavir,antagonism,3,day
darunavir,trazodone,agonism,9,hr
darunavir,trimipramine,antagonism,5,day
darunavir,vardenafil,antagonism,32,min
darunavir,venlafaxine,agonism,29,week
darunavir,verapamil,agonism,47,week
darunavir,vinblastine,antagonism,1,yr
darunavir,vincristine,antagonism,25,week
darunavir,vinorelbine,agonism,3,hr
darunavir,voriconazole,antagonism,26,min
(S)-citalopram,almotriptan,antagonism,7,day
(S)-citalopram,desvenlafaxine,agonism,3,yr
(S)-citalopram,eletriptan,antagonism,3,yr
(S)-citalopram,frovatriptan,agonism,3,week
(S)-citalopram,ginkgo biloba,antagonism,1,yr
(S)-citalopram,isocarboxazid,agonism,5,yr
(S)-citalopram,ketoprofen,antagonism,37,sec
(S)-citalopram,linezolid,agonism,3,yr
(S)-citalopram,metoprolol,agonism,44,min
(S)-citalopram,naratriptan,antagonism,3,hr
(S)-citalopram,oxycodone,antagonism,13,sec
(S)-citalopram,phenelzine,antagonism,5,yr
(S)-citalopram,pimozide,agonism,15,hr
(S)-citalopram,propranolol,antagonism,1,sec
(S)-citalopram,rasagiline,agonism,3,hr
(S)-citalopram,rizatriptan,antagonism,25,sec
(S)-citalopram,selegiline,agonism,1,yr
(S)-citalopram,sibutramine,antagonism,1,yr
(S)-citalopram,st. john's wort,antagonism,44,min
(S)-citalopram,telaprevir,antagonism,5,day
(S)-citalopram,telithromycin,agonism,25,sec
(S)-citalopram,ticlopidine,agonism,44,min
(S)-citalopram,tolmetin sodium dihydrate,agonism,32,min
tramadol hydrochloride,(S)-citalopram,agonism,38,min
(S)-citalopram,tranylcypromine,agonism,9,week
(S)-citalopram,trazodone,agonism,1,sec
(S)-citalopram,treprostinil,antagonism,7,day
(S)-citalopram,trimipramine,antagonism,3,yr
(S)-citalopram,triprolidine,antagonism,21,hr
(S)-citalopram,venlafaxine,agonism,3,hr
(S)-citalopram,voriconazole,antagonism,21,hr
(S)-citalopram,zuclopenthixol,agonism,8,min
cimetidine,acenocoumarol,agonism,7,day
cimetidine,aminophylline,agonism,43,sec
cimetidine,atazanavir,agonism,2,day
cimetidine,bromazepam,agonism,21,hr
cimetidine,cefditoren,agonism,1,day
cimetidine,clomipramine,agonism,55,sec
cimetidine,clonazepam,antagonism,56,min
cimetidine,clorazepic acid,agonism,8,min
cimetidine,clozapine,agonism,45,week
cimetidine,desipramine,antagonism,32,min
cimetidine,diazepam,antagonism,21,hr
cimetidine,dicoumarol,antagonism,3,hr
cimetidine,dihydroquinidine barbiturate,agonism,38,min
cimetidine,dofetilide,agonism,21,hr
cimetidine,donepezil,antagonism,2,yr
cimetidine,doxepin,antagonism,38,min
cimetidine,dyphylline,agonism,37,sec
cimetidine,eltrombopag,agonism,8,min
cimetidine,4'-epidoxorubicin,agonism,4,yr
cimetidine,estazolam,antagonism,4,yr
cimetidine,ethotoin,agonism,9,hr
cimetidine,flecainide,agonism,25,week
cimetidine,flurazepam,agonism,21,hr
cimetidine,fosphenytoin,antagonism,32,min
cimetidine,galanthamine,antagonism,20,min
cimetidine,halazepam,agonism,3,day
cimetidine,imipramine,antagonism,3,yr
cimetidine,itraconazole,agonism,21,hr
cimetidine,ketazolam,agonism,1,yr
cimetidine,ketoconazole,antagonism,2,day
cimetidine,labetalol,agonism,38,min
cimetidine,lidocaine,antagonism,19,sec
cimetidine,mephenytoin,antagonism,1,yr
cimetidine,metformin,agonism,2,day
cimetidine,methadone,agonism,15,hr
cimetidine,metoprolol,antagonism,3,hr
cimetidine,midazolam,agonism,14,min
cimetidine,moclobemide,agonism,15,week
cimetidine,nalbuphine,agonism,9,hr
cimetidine,nifedipine,agonism,43,sec
cimetidine,nimodipine,agonism,44,min
cimetidine,nitrendipine,antagonism,14,min
cimetidine,nortriptyline,antagonism,6,day
cimetidine,oxtriphylline,antagonism,15,hr
cimetidine,oxycodone,antagonism,4,day
cimetidine,oxymorphone,agonism,15,hr
cimetidine,pazopanib,antagonism,31,week
cimetidine,phenytoin,agonism,39,week
cimetidine,posaconazole,antagonism,2,yr
cimetidine,pramipexole,antagonism,4,yr
cimetidine,prazepam,antagonism,2,day
cimetidine,procainamide,antagonism,15,hr
cimetidine,propoxyphene,antagonism,20,min
cimetidine,propranolol,antagonism,5,yr
cimetidine,protriptyline,antagonism,29,week
cimetidine,quazepam,antagonism,56,min
cimetidine,quinidine barbiturate,antagonism,3,hr
cimetidine,rivastigmine,antagonism,27,week
