Drug 1,Drug 2,DDI Type,Time,Unit
deslanoside,hydrochlorothiazide,good,3,hr
deslanoside,indapamide,bad,1,day
deslanoside,metolazone,bad,50,min
domperidone,tacrolimus (anhydrous),good,31,sec
domperidone,thiothixene,good,37,sec
domperidone,toremifene,bad,3,day
domperidone,trimipramine,good,43,week
domperidone,vorinostat,good,49,sec
domperidone,zuclopenthixol,bad,1,yr
emtricitabine,valganciclovir,good,37,sec
bicalutamide,eplerenone,bad,2,yr
eplerenone,clarithromycin,bad,5,yr
eplerenone,conivaptan,bad,2,yr
eplerenone,erythromycin,bad,3,yr
eplerenone,fluconazole,bad,14,min
eplerenone,itraconazole,good,15,hr
eplerenone,ketoconazole,bad,5,yr
eplerenone,lithium,bad,3,day
eplerenone,nefazodone,good,49,sec
eplerenone,nelfinavir,bad,7,day
eplerenone,polystyrene sulfonate,good,37,sec
eplerenone,potassium,good,19,sec
eplerenone,ritonavir,bad,6,day
eplerenone,saquinavir,bad,2,day
eplerenone,spironolactone,good,31,week
eplerenone,telithromycin,good,9,hr
eplerenone,trandolapril,bad,5,yr
eplerenone,treprostinil,good,21,hr
eplerenone,triamterene,good,21,hr
eplerenone,troleandomycin,bad,50,min
eplerenone,verapamil,bad,2,yr
eplerenone,voriconazole,bad,20,min
ethynodiol diacetate,bexarotene,good,31,week
ethynodiol diacetate,colesevelam,good,15,hr
gliclazide,bismuth subsalicylate,bad,1,yr
gliclazide,carteolol,good,9,week
gliclazide,carvedilol,bad,20,min
gliclazide,clofibrate,good,9,hr
gliclazide,dicoumarol,bad,5,day
gliclazide,esmolol,bad,2,yr
gliclazide,glucosamine,bad,2,yr
gliclazide,labetalol,bad,5,yr
gliclazide,magnesium salicylate,bad,1,yr
gliclazide,metoprolol,bad,1,yr
gliclazide,nadolol,bad,1,day
gliclazide,oxprenolol,good,25,sec
gliclazide,penbutolol,bad,2,yr
gliclazide,phenylbutazone,good,3,hr
gliclazide,pindolol,bad,44,min
gliclazide,propranolol,bad,4,yr
gliclazide,salicylate-sodium,good,1,sec
gliclazide,salsalate,bad,38,min
gliclazide,somatropin recombinant,good,47,week
gliclazide,sotalol,good,7,sec
gliclazide,timolol,good,3,hr
gliclazide,trisalicylate-choline,bad,56,min
bretylium,cisapride,bad,1,day
bretylium,clarithromycin,good,49,sec
bretylium,erythromycin,good,15,hr
bretylium,gatifloxacin,bad,14,min
bretylium,grepafloxacin,bad,8,min
bretylium,levofloxacin,bad,50,min
bretylium,mesoridazine,good,21,hr
bretylium,moxifloxacin,bad,3,day
bretylium,ranolazine,bad,6,day
bretylium,telithromycin,good,15,hr
bretylium,thioridazine,good,9,hr
brimonidine,droperidol,bad,2,day
brimonidine,isocarboxazid,bad,7,day
brimonidine,linezolid,bad,4,yr
brimonidine,methotrimeprazine,bad,4,yr
brimonidine,moclobemide,bad,4,day
brimonidine,phenelzine,good,23,week
brimonidine,procarbazine,good,3,week
brimonidine,rasagiline,good,1,sec
brimonidine,selegiline,bad,56,min
brimonidine,tranylcypromine,bad,2,yr
brimonidine,treprostinil,bad,14,min
brinzolamide,dorzolamide,bad,5,yr
brinzolamide,methazolamide,bad,5,day
brinzolamide,topiramate,bad,26,min
magnesium oxide,amprenavir,bad,1,yr
magnesium oxide,atazanavir,good,9,hr
magnesium oxide,chloroquine,bad,2,min
magnesium oxide,dapsone,bad,1,yr
magnesium oxide,demeclocycline,bad,20,min
magnesium oxide,doxycycline,good,25,sec
magnesium oxide,etidronic acid,good,15,week
magnesium oxide,fosamprenavir,bad,38,min
magnesium oxide,gatifloxacin,bad,4,yr
magnesium oxide,grepafloxacin,good,3,week
magnesium oxide,ibandronate,bad,50,min
magnesium oxide,indinavir,bad,3,yr
magnesium oxide,itraconazole,good,19,week
magnesium oxide,ketoconazole,good,9,hr
magnesium oxide,levofloxacin,bad,2,min
magnesium oxide,minocycline,good,3,hr
magnesium oxide,moxifloxacin,bad,14,min
magnesium oxide,ofloxacin,good,3,hr
magnesium oxide,tiludronate,bad,56,min
magnesium oxide,trovafloxacin,bad,26,min
bromocriptine,chlorpromazine,good,29,week
bromocriptine,desvenlafaxine,bad,38,min
bromocriptine,erythromycin,bad,1,yr
bromocriptine,fluphenazine,bad,5,yr
josamycin,bromocriptine,bad,4,yr
bromocriptine,mesoridazine,good,1,week
bromocriptine,methdilazine,bad,32,min
bromocriptine,methotrimeprazine,good,49,week
bromocriptine,paliperidone,good,15,week
bromocriptine,perphenazine,bad,3,yr
bromocriptine,phenylpropanolamine,good,7,sec
bromocriptine,prochlorperazine,bad,14,min
bromocriptine,promazine,bad,44,min
bromocriptine,promethazine,bad,3,day
bromocriptine,propiomazine,good,7,week
bromocriptine,pseudoephedrine,good,21,hr
bromocriptine,tacrolimus (anhydrous),good,21,week
bromocriptine,telithromycin,good,3,hr
bromocriptine,thiethylperazine,good,9,hr
bromocriptine,thioridazine,bad,1,day
bromocriptine,thiothixene,good,7,sec
bromocriptine,tipranavir,good,15,hr
bromocriptine,tramadol hydrochloride,good,5,week
bromocriptine,tranylcypromine,bad,3,day
bromocriptine,trazodone,bad,2,yr
bromocriptine,trifluoperazine,good,17,week
bromocriptine,triflupromazine,good,25,sec
bromocriptine,trimeprazine,good,37,sec
bromocriptine,trimipramine,good,3,hr
bromocriptine,venlafaxine,bad,2,yr
bromocriptine,voriconazole,good,1,week
bromocriptine,zuclopenthixol,good,7,sec
brompheniramine,donepezil,bad,3,day
brompheniramine,galanthamine,good,37,sec
brompheniramine,rivastigmine,bad,4,yr
brompheniramine,tacrine,good,15,hr
trimethobenzamide,brompheniramine,bad,6,day
brompheniramine,triprolidine,bad,2,min
brompheniramine,trospium,bad,2,yr
oxaliplatin,topotecan,good,3,hr
oxaliplatin,trastuzumab,bad,56,min
periciazine,(S)-fenfluramine,bad,1,day
periciazine,(S)-amphetamine,good,3,week
periciazine,diethylpropion,bad,2,min
periciazine,donepezil,good,21,hr
periciazine,fenfluramine,good,13,sec
periciazine,galanthamine,bad,1,day
periciazine,guanethidine,bad,20,min
periciazine,mazindol,bad,5,day
periciazine,methamphetamine,good,9,hr
periciazine,metrizamide,bad,5,yr
periciazine,phendimetrazine,bad,32,min
periciazine,phenmetrazine,bad,6,day
periciazine,phentermine,good,15,hr
periciazine,phenylpropanolamine,bad,1,yr
periciazine,rivastigmine,good,31,sec
periciazine,terfenadine,good,49,sec
bicalutamide,budesonide,bad,1,day
budesonide,clotrimazole,bad,1,yr
budesonide,conivaptan,bad,5,day
budesonide,itraconazole,good,9,hr
budesonide,ketoconazole,good,49,sec
budesonide,telithromycin,good,25,sec
budesonide,tipranavir,good,9,hr
budesonide,voriconazole,bad,4,yr
bumetanide,colesevelam,bad,26,min
bumetanide,digitoxin,good,9,week
bumetanide,digoxin,good,31,sec
bumetanide,gentamicin,good,43,week
bumetanide,ginseng,bad,20,min
bumetanide,ibuprofen,bad,14,min
bumetanide,indometacin,good,25,sec
bumetanide,kanamycin,bad,44,min
bumetanide,netilmicin,bad,4,day
bumetanide,sulindac,bad,5,yr
bumetanide,tobramycin,bad,1,yr
bumetanide,trandolapril,bad,6,day
bumetanide,treprostinil,good,55,sec
sodium hydrogencarbonate,atazanavir,good,37,sec
sodium hydrogencarbonate,deferiprone,bad,5,yr
sodium hydrogencarbonate,eltrombopag,bad,4,day
sodium hydrogencarbonate,lithium,good,3,hr
sodium hydrogencarbonate,memantine,bad,2,day
sodium hydrogencarbonate,ticlopidine,good,45,week
sodium hydrogencarbonate,tipranavir,bad,3,yr
sodium hydrogencarbonate,trandolapril,good,1,sec
bupivacaine,conivaptan,bad,5,yr
buprenorphine,alvimopan,bad,2,yr
buprenorphine,atazanavir,bad,3,yr
buprenorphine,conivaptan,good,19,week
buprenorphine,droperidol,good,9,hr
buprenorphine,isocarboxazid,good,11,week
buprenorphine,linezolid,bad,1,yr
buprenorphine,moclobemide,good,49,sec
buprenorphine,phenelzine,bad,2,yr
buprenorphine,procarbazine,bad,6,day
buprenorphine,rasagiline,good,5,week
buprenorphine,selegiline,bad,3,yr
buprenorphine,telithromycin,bad,14,min
buprenorphine,tranylcypromine,good,15,hr
buprenorphine,triprolidine,bad,5,yr
buprenorphine,voriconazole,bad,3,yr
sulfadimethoxine,methotrexate,good,51,week
bupropion,carbamazepine,good,21,hr
bupropion,cyclosporin A,bad,6,day
bupropion,isocarboxazid,bad,2,yr
bupropion,phenelzine,good,21,hr
bupropion,rasagiline,bad,4,day
bupropion,rifabutin,bad,3,day
bupropion,ritonavir,good,25,sec
bupropion,thioridazine,good,31,week
bupropion,thiotepa,good,49,sec
bupropion,tranylcypromine,good,13,sec
bupropion,triprolidine,good,13,sec
bupropion,zuclopenthixol,bad,5,yr
tiaprofenic acid,acenocoumarol,good,51,week
tiaprofenic acid,cholestyramine,good,25,sec
tiaprofenic acid,citalopram,bad,1,day
tiaprofenic acid,colesevelam,bad,2,yr
tiaprofenic acid,colestipol hydrochloride,good,37,sec
tiaprofenic acid,cyclosporin A,good,31,week
tiaprofenic acid,(S)-citalopram,good,15,hr
tiaprofenic acid,fluoxetine,good,13,sec
tiaprofenic acid,fluvoxamine,good,37,sec
tiaprofenic acid,ginkgo biloba,good,47,week
tiaprofenic acid,ginseng,good,19,week
tiaprofenic acid,ketorolac,good,41,week
tiaprofenic acid,lithium,bad,2,yr
tiaprofenic acid,methotrexate,good,37,sec
tiaprofenic acid,paroxetine,bad,26,min
tiaprofenic acid,pemetrexed disodium heptahydrate,good,21,week
tiaprofenic acid,salsalate,bad,1,yr
tiaprofenic acid,sertraline,good,3,hr
tiaprofenic acid,telmisartan,good,7,week
tiaprofenic acid,timolol,good,3,hr
tiaprofenic acid,trandolapril,good,15,week
tiaprofenic acid,treprostinil,good,51,week
buspirone,clarithromycin,bad,1,yr
buspirone,desvenlafaxine,bad,3,yr
buspirone,erythromycin,good,3,hr
buspirone,isocarboxazid,bad,38,min
josamycin,buspirone,good,15,hr
buspirone,nefazodone,good,13,sec
buspirone,phenelzine,bad,6,day
buspirone,rasagiline,bad,56,min
buspirone,rifabutin,good,27,week
buspirone,ritonavir,bad,1,day
buspirone,telithromycin,bad,1,day
buspirone,tranylcypromine,good,5,week
buspirone,trazodone,good,27,week
buspirone,trimipramine,good,49,sec
buspirone,venlafaxine,good,25,sec
buspirone,verapamil,bad,6,day
buspirone,voriconazole,good,7,sec
zopiclone,amprenavir,good,37,sec
zopiclone,atazanavir,bad,14,min
zopiclone,clarithromycin,bad,14,min
zopiclone,conivaptan,bad,26,min
zopiclone,darunavir,bad,44,min
zopiclone,erythromycin,good,21,hr
zopiclone,fosamprenavir,good,31,sec
zopiclone,imatinib,good,31,sec
zopiclone,indinavir,good,41,week
zopiclone,isoniazid,good,21,hr
zopiclone,itraconazole,good,55,sec
zopiclone,ketoconazole,bad,2,day
zopiclone,lopinavir,good,43,sec
zopiclone,methotrimeprazine,good,9,week
zopiclone,nefazodone,bad,3,yr
zopiclone,nelfinavir,good,13,week
zopiclone,nicardipine,good,45,week
zopiclone,posaconazole,good,27,week
zopiclone,ritonavir,good,15,hr
zopiclone,saquinavir,bad,1,day
zopiclone,telithromycin,bad,3,day
zopiclone,triprolidine,good,29,week
zopiclone,voriconazole,bad,1,yr
butorphanol,alvimopan,good,49,sec
butorphanol,droperidol,bad,3,yr
butorphanol,triprolidine,bad,1,yr
magnesium sulfate,atazanavir,good,19,sec
magnesium sulfate,dihydrocodeine,good,33,week
magnesium sulfate,eltrombopag,good,1,sec
magnesium sulfate,tiludronate,bad,38,min
magnesium sulfate,triprolidine,good,17,week
magnesium sulfate,trovafloxacin,good,35,week
cabergoline,erythromycin,good,21,hr
tramadol hydrochloride,cabergoline,good,21,week
cabergoline,tranylcypromine,bad,7,day
cabergoline,trazodone,good,37,sec
cabergoline,trimipramine,good,55,sec
cabergoline,venlafaxine,bad,20,min
cabergoline,voriconazole,bad,56,min
candesartan,drospirenone,good,1,sec
candesartan,lithium,good,9,hr
candesartan,potassium,good,7,sec
candesartan,spironolactone,good,49,week
candesartan,tobramycin,bad,4,day
candesartan,trandolapril,bad,3,yr
candesartan,treprostinil,bad,7,day
candesartan,triamterene,bad,6,day
abarelix,tacrolimus (anhydrous),bad,3,day
abarelix,thiothixene,bad,2,yr
abarelix,toremifene,good,9,hr
abarelix,trimipramine,bad,32,min
abarelix,voriconazole,bad,20,min
abarelix,vorinostat,bad,3,day
abarelix,zuclopenthixol,bad,4,yr
captopril,aprotinin,good,43,sec
captopril,azilsartan medoxomil,good,37,sec
captopril,drospirenone,bad,2,day
captopril,icatibant acetate,good,1,week
captopril,lithium,good,15,hr
captopril,potassium,good,49,sec
captopril,spironolactone,bad,1,yr
captopril,terbinafine,bad,50,min
captopril,tizanidine,good,21,hr
captopril,tobramycin,good,31,sec
captopril,treprostinil,good,15,hr
captopril,triamterene,good,15,week
carbachol,tacrine,good,37,sec
carbamazepine,abiraterone,good,51,week
carbamazepine,acenocoumarol,bad,5,yr
carbamazepine,aminophylline,bad,4,yr
carbamazepine,aprepitant,bad,1,yr
carbamazepine,asenapine,good,3,hr
carbamazepine,atorvastatin,bad,50,min
carbamazepine,boceprevir,good,29,week
carbamazepine,cabazitaxel,bad,1,day
carbamazepine,cimetidine,bad,56,min
carbamazepine,clarithromycin,good,3,week
carbamazepine,clozapine,good,49,sec
carbamazepine,cyclosporin A,bad,14,min
carbamazepine,dabigatran etexilate,good,13,sec
carbamazepine,dabrafenib,bad,3,yr
carbamazepine,danazol,bad,5,yr
carbamazepine,desipramine,bad,4,yr
carbamazepine,dicoumarol,bad,4,day
carbamazepine,doxacurium chloride,good,55,sec
carbamazepine,doxepin,good,3,hr
carbamazepine,doxycycline,good,15,hr
carbamazepine,dyphylline,good,15,hr
carbamazepine,eltrombopag,good,3,week
carbamazepine,erythromycin,bad,2,day
carbamazepine,estradiol valerate/dienogest,bad,3,day
carbamazepine,ethinyl estradiol,bad,50,min
carbamazepine,ezogabine,bad,1,yr
carbamazepine,felbamate,good,1,week
carbamazepine,felodipine,bad,2,yr
carbamazepine,fluconazole,good,49,week
carbamazepine,fluoxetine,good,11,week
carbamazepine,fluvoxamine,good,15,hr
carbamazepine,gefitinib,good,3,hr
carbamazepine,haloperidol,bad,44,min
carbamazepine,imatinib,good,3,hr
carbamazepine,imipramine,good,9,hr
carbamazepine,indinavir,bad,1,day
carbamazepine,isoniazid,good,41,week
carbamazepine,isotretinoin,good,9,hr
carbamazepine,itraconazole,bad,4,day
carbamazepine,ivacaftor,good,45,week
josamycin,carbamazepine,good,21,hr
carbamazepine,ketoconazole,good,49,week
carbamazepine,lamotrigine,good,27,week
carbamazepine,levetiracetam,good,9,hr
carbamazepine,levonorgestrel,good,43,sec
carbamazepine,linagliptin,bad,2,yr
carbamazepine,lovastatin,good,15,hr
carbamazepine,lurasidone,good,37,sec
carbamazepine,mestranol,bad,3,day
carbamazepine,methadone,good,31,sec
carbamazepine,methylphenidate,bad,5,yr
carbamazepine,metocurine,bad,20,min
carbamazepine,metronidazole,bad,20,min
carbamazepine,midazolam,bad,14,min
carbamazepine,mivacurium,good,9,hr
carbamazepine,nefazodone,good,21,hr
carbamazepine,norethisterone,bad,1,yr
carbamazepine,nortriptyline,bad,2,day
carbamazepine,oxtriphylline,bad,5,day
carbamazepine,oxybutynin,bad,44,min
carbamazepine,pancuronium,good,39,week
carbamazepine,pazopanib,good,25,sec
carbamazepine,ponatinib,bad,8,min
carbamazepine,praziquantel,good,55,sec
carbamazepine,propoxyphene,good,45,week
carbamazepine,quinupristin,good,43,sec
carbamazepine,regorafenib,good,7,sec
carbamazepine,rilpivirine,good,25,sec
carbamazepine,risperidone,bad,2,day
carbamazepine,ritonavir,bad,1,yr
carbamazepine,roflumilast,bad,4,yr
carbamazepine,rufinamide,good,7,sec
carbamazepine,sertraline,bad,32,min
carbamazepine,simvastatin,bad,1,yr
carbamazepine,sunitinib,bad,2,min
carbamazepine,tacrolimus (anhydrous),bad,20,min
carbamazepine,telithromycin,good,25,sec
carbamazepine,temsirolimus,good,9,hr
carbamazepine,ticlopidine,good,9,hr
carbamazepine,tipranavir,bad,26,min
carbamazepine,tolvaptan,bad,6,day
carbamazepine,topiramate,good,19,sec
tramadol hydrochloride,carbamazepine,good,49,sec
carbamazepine,trazodone,good,21,hr
carbamazepine,triprolidine,bad,5,day
carbamazepine,troleandomycin,good,13,sec
carbamazepine,tubocurarine,bad,38,min
carbamazepine,valproic acid,bad,38,min
carbamazepine,vandetanib,good,15,hr
carbamazepine,vecuronium,bad,6,day
carbamazepine,vemurafenib,bad,26,min
carbamazepine,verapamil,bad,26,min
carbamazepine,vilazodone,good,55,sec
carbamazepine,voriconazole,good,25,week
carbenicillin,demeclocycline,good,15,hr
carbenicillin,doxycycline,good,41,week
carbenicillin,mestranol,good,31,sec
carbenicillin,methacycline,bad,5,day
carbenicillin,methotrexate,bad,14,min
carbenicillin,minocycline,bad,3,day
carbenicillin,rolitetracycline,bad,2,yr
carbinoxamine,benzylpenicilloyl polylysine,bad,5,yr
carbinoxamine,donepezil,bad,2,min
carbinoxamine,galanthamine,bad,3,yr
carbinoxamine,pramlintide,good,43,sec
carbinoxamine,tacrine,bad,4,day
trimethobenzamide,carbinoxamine,good,3,hr
carbinoxamine,triprolidine,good,21,hr
carbinoxamine,trospium,bad,5,day
carisoprodol,droperidol,good,3,hr
carisoprodol,fluconazole,bad,5,yr
carisoprodol,fluvoxamine,bad,6,day
carisoprodol,gemfibrozil,good,13,week
carisoprodol,isoniazid,good,25,sec
carisoprodol,methotrimeprazine,good,13,week
carisoprodol,modafinil,good,1,week
carisoprodol,sitaxentan,bad,56,min
carisoprodol,ticlopidine,good,3,hr
carisoprodol,triprolidine,bad,4,yr
carmustine,cimetidine,bad,32,min
carmustine,digoxin,good,3,hr
carmustine,fosphenytoin,good,9,week
carmustine,leflunomide,bad,6,day
carmustine,natalizumab,good,7,sec
carmustine,phenytoin,bad,5,yr
carmustine,pimecrolimus,bad,4,yr
carmustine,roflumilast,bad,7,day
carmustine,tacrolimus (anhydrous),good,27,week
carmustine,trastuzumab,bad,4,day
carteolol,acetohexamide,good,21,week
carteolol,aminophylline,good,49,sec
carteolol,chlorpropamide,good,21,hr
carteolol,clonidine,bad,1,yr
carteolol,dihydroergotamine,bad,38,min
carteolol,disopyramide,bad,4,yr
carteolol,ergotamine,good,15,hr
carteolol,formoterol,bad,2,yr
carteolol,glyburide,bad,50,min
carteolol,ibuprofen,bad,3,yr
carteolol,indometacin,good,15,hr
carteolol,insulin glargine,good,21,hr
carteolol,alpha-methyl-L-dopa,good,45,week
carteolol,methysergide,good,1,sec
carteolol,orciprenaline,good,3,hr
carteolol,oxtriphylline,good,47,week
carteolol,pipobroman,bad,3,yr
carteolol,piroxicam,good,3,hr
carteolol,prazosin,good,9,hr
carteolol,repaglinide,good,15,hr
carteolol,terazosin,good,15,hr
carteolol,terbutaline,good,3,hr
carteolol,treprostinil,good,31,week
carvedilol,acetohexamide,good,19,week
carvedilol,chlorpropamide,good,7,sec
carvedilol,citalopram,bad,3,day
carvedilol,clonidine,good,15,hr
carvedilol,cyclosporin A,good,21,hr
carvedilol,digoxin,bad,1,yr
carvedilol,dihydroergotamine,good,19,sec
carvedilol,dihydroergotoxine,good,49,week
carvedilol,disopyramide,good,21,week
carvedilol,ergometrine,bad,4,yr
carvedilol,ergotamine,bad,6,day
carvedilol,(S)-citalopram,good,39,week
carvedilol,fluoxetine,good,3,hr
carvedilol,formoterol,bad,3,yr
carvedilol,glipizide,good,25,week
carvedilol,glisoxepide,good,27,week
carvedilol,glyburide,bad,3,yr
carvedilol,glycodiazine,good,19,sec
carvedilol,ibuprofen,good,3,week
carvedilol,indometacin,bad,3,day
carvedilol,insulin aspart,bad,7,day
carvedilol,insulin detemir,good,29,week
carvedilol,insulin glargine,bad,2,yr
carvedilol,insulin glulisine,bad,32,min
carvedilol,insulin lispro,bad,2,day
carvedilol,isoproterenol,bad,5,yr
carvedilol,lidocaine,good,49,sec
carvedilol,methysergide,bad,5,yr
carvedilol,orciprenaline,bad,44,min
carvedilol,paroxetine,good,9,week
carvedilol,pipobroman,good,9,hr
carvedilol,pirbuterol,good,15,week
carvedilol,piroxicam,bad,56,min
carvedilol,prazosin,good,49,week
carvedilol,procaterol,bad,56,min
carvedilol,repaglinide,bad,5,yr
carvedilol,salmeterol,bad,2,day
carvedilol,sertraline,bad,6,day
carvedilol,terazosin,good,39,week
carvedilol,terbinafine,good,25,sec
carvedilol,terbutaline,good,55,sec
carvedilol,tolazamide,good,1,sec
carvedilol,topotecan,bad,5,day
carvedilol,treprostinil,bad,4,yr
carvedilol,verapamil,good,15,week
ergoloid mesylate,desvenlafaxine,bad,1,yr
ergoloid mesylate,telithromycin,bad,14,min
ergoloid mesylate,tipranavir,good,9,hr
tramadol hydrochloride,ergoloid mesylate,good,3,hr
ergoloid mesylate,tranylcypromine,good,13,sec
ergoloid mesylate,trazodone,good,3,hr
ergoloid mesylate,trimipramine,bad,1,day
ergoloid mesylate,venlafaxine,bad,44,min
ergoloid mesylate,voriconazole,bad,5,yr
cefaclor,probenecid,bad,5,yr
cefadroxil,probenecid,good,21,hr
cefamandole,gentamicin,bad,32,min
cefamandole,netilmicin,bad,2,day
cefamandole,probenecid,bad,38,min
cefamandole,tobramycin,good,7,week
cefmetazole,probenecid,bad,44,min
cefonicid,gentamicin,bad,4,yr
cefonicid,netilmicin,bad,4,yr
cefonicid,probenecid,good,7,week
cefonicid,tobramycin,bad,1,yr
cefoperazone,gentamicin,bad,8,min
cefoperazone,netilmicin,bad,1,yr
cefoperazone,tobramycin,good,25,sec
ceforanide,gentamicin,good,9,hr
ceforanide,netilmicin,good,15,hr
ceforanide,tobramycin,bad,1,day
cefotetan,acenocoumarol,good,5,week
cefotetan,dicoumarol,good,1,week
cefotetan,gentamicin,bad,5,day
cefotetan,kanamycin,good,55,sec
cefotetan,neomycin,bad,2,day
cefotetan,netilmicin,good,37,sec
cefotetan,probenecid,bad,7,day
cefotetan,tobramycin,good,49,week
cefprozil,probenecid,bad,5,yr
ceftazidime,gentamicin,bad,2,day
ceftazidime,kanamycin,bad,2,min
ceftazidime,neomycin,good,19,week
ceftazidime,netilmicin,bad,3,day
ceftazidime,tobramycin,good,15,week
cephalexin,probenecid,bad,26,min
cephradine,gentamicin,good,15,hr
cephradine,netilmicin,bad,1,yr
cephradine,probenecid,bad,8,min
cephradine,tobramycin,bad,4,yr
cerivastatin,bezafibrate,bad,50,min
cerivastatin,bosentan,bad,32,min
cerivastatin,clarithromycin,bad,1,yr
cerivastatin,colchicine,bad,2,yr
cerivastatin,cyclosporin A,good,13,sec
cerivastatin,erythromycin,bad,6,day
cerivastatin,fenofibrate,bad,2,day
cerivastatin,gemfibrozil,good,41,week
cerivastatin,imatinib,good,25,sec
cerivastatin,itraconazole,bad,5,yr
josamycin,cerivastatin,bad,38,min
cerivastatin,ketoconazole,good,9,hr
cerivastatin,nefazodone,good,45,week
cerivastatin,quinupristin,bad,5,yr
cerivastatin,rifabutin,bad,2,day
cevimeline,conivaptan,good,31,week
cevimeline,tacrine,good,11,week
chlordiazepoxide,cimetidine,bad,5,yr
chlordiazepoxide,clozapine,good,1,sec
chlordiazepoxide,ethotoin,bad,7,day
chlordiazepoxide,fluconazole,good,33,week
chlordiazepoxide,fosphenytoin,good,9,hr
chlordiazepoxide,indinavir,good,25,week
chlordiazepoxide,itraconazole,bad,50,min
chlordiazepoxide,kava,bad,50,min
chlordiazepoxide,ketoconazole,bad,4,yr
chlordiazepoxide,mephenytoin,good,37,sec
chlordiazepoxide,nelfinavir,bad,4,yr
chlordiazepoxide,omeprazole,bad,5,yr
chlordiazepoxide,phenytoin,bad,1,day
chlordiazepoxide,ritonavir,good,7,week
chlordiazepoxide,saquinavir,bad,1,yr
chlordiazepoxide,telithromycin,bad,2,min
chlordiazepoxide,tipranavir,good,15,hr
chlordiazepoxide,triprolidine,good,1,sec
chlordiazepoxide,voriconazole,good,3,hr
vindesine,mitomycin,bad,14,min
vindesine,quinupristin,bad,2,yr
chloroquine,aluminium,good,21,hr
chloroquine,attapulgite,good,3,hr
chloroquine,calcium,good,21,hr
chloroquine,cyclosporin A,bad,14,min
chloroquine,dihydroxyaluminium,good,15,hr
chloroquine,kaolin,bad,2,yr
chloroquine,magnesium,good,21,hr
chloroquine,mesoridazine,good,3,hr
chloroquine,praziquantel,bad,26,min
chloroquine,tamoxifen,bad,7,day
chloroquine,tamsulosin,bad,4,yr
chloroquine,telithromycin,bad,6,day
chloroquine,terbinafine,bad,2,yr
chloroquine,thioridazine,bad,5,yr
tramadol hydrochloride,chloroquine,good,15,hr
chloroquine,voriconazole,bad,4,day
chlorothiazide,cholestyramine,bad,32,min
chlorothiazide,colestipol hydrochloride,bad,5,yr
chlorothiazide,digoxin,bad,50,min
chlorothiazide,dofetilide,bad,2,day
chlorothiazide,lithium,good,1,sec
chlorothiazide,rituximab,good,49,sec
chlorothiazide,topiramate,bad,56,min
chlorothiazide,trandolapril,good,43,week
chlorothiazide,treprostinil,bad,3,yr
chlorotrianisene,fosphenytoin,good,55,sec
chlorotrianisene,griseofulvin,bad,7,day
chlorotrianisene,phenobarbital,bad,14,min
chlorotrianisene,phenytoin,good,3,hr
chlorotrianisene,prednisolone,bad,5,day
chlorotrianisene,prednisone,bad,4,yr
chlorotrianisene,primidone,good,19,week
chlorotrianisene,raloxifene,bad,3,yr
chlorpromazine,cisapride,bad,3,yr
chlorpromazine,(S)-fenfluramine,good,23,week
chlorpromazine,(S)-amphetamine,bad,3,yr
chlorpromazine,diethylpropion,bad,1,day
chlorpromazine,dihydrocodeine,good,7,sec
chlorpromazine,donepezil,bad,38,min
chlorpromazine,fenfluramine,bad,32,min
chlorpromazine,galanthamine,bad,14,min
chlorpromazine,gatifloxacin,good,15,hr
chlorpromazine,grepafloxacin,good,9,hr
chlorpromazine,guanethidine,good,37,sec
chlorpromazine,levofloxacin,bad,5,yr
chlorpromazine,mazindol,good,3,hr
chlorpromazine,meperidine,good,17,week
chlorpromazine,mesoridazine,good,43,sec
chlorpromazine,methamphetamine,good,3,hr
chlorpromazine,metrizamide,good,5,week
chlorpromazine,phendimetrazine,good,31,week
chlorpromazine,phenmetrazine,good,13,week
chlorpromazine,phentermine,good,1,sec
chlorpromazine,phenylpropanolamine,good,39,week
chlorpromazine,pindolol,good,13,sec
chlorpromazine,propranolol,good,15,hr
chlorpromazine,rivastigmine,good,7,sec
chlorpromazine,sparfloxacin,good,13,sec
chlorpromazine,tacrine,good,13,week
chlorpromazine,tacrolimus (anhydrous),good,9,hr
chlorpromazine,tamoxifen,bad,14,min
chlorpromazine,tamsulosin,bad,4,day
chlorpromazine,terbinafine,bad,20,min
chlorpromazine,terfenadine,bad,26,min
chlorpromazine,tetrabenazine,good,31,sec
chlorpromazine,thioridazine,bad,5,day
chlorpromazine,thiothixene,bad,38,min
chlorpromazine,tolterodine,good,37,sec
chlorpromazine,toremifene,good,3,hr
tramadol hydrochloride,chlorpromazine,bad,26,min
trimethobenzamide,chlorpromazine,good,25,week
chlorpromazine,trimipramine,good,47,week
chlorpromazine,triprolidine,good,15,week
chlorpromazine,trospium,good,3,hr
chlorpromazine,venlafaxine,good,13,week
chlorpromazine,vorinostat,bad,14,min
chlorpromazine,zuclopenthixol,good,3,hr
chlorpropamide,clofibrate,bad,4,day
chlorpropamide,diazoxide,bad,26,min
chlorpropamide,dicoumarol,bad,4,day
chlorpropamide,esmolol,bad,26,min
chlorpropamide,glucosamine,bad,4,day
chlorpropamide,labetalol,good,21,hr
chlorpropamide,metoprolol,bad,1,day
chlorpropamide,nadolol,bad,8,min
chlorpropamide,oxprenolol,bad,5,day
chlorpropamide,penbutolol,good,19,week
